POI_name,Average_Rating,Destination_name,POI_reviews_count,POI_category,POI_description,POI_rating,POI_address,POI_Suggested_Duration,POI_open_close_hours,Review_Sentiment,Trip_type
San Francisco Botanical Garden,4.5,San Francisco,991,"Nature & Wildlife Areas, Gardens","Welcome to San Francisco Botanical Garden, one of the most diverse gardens in the world. The Botanical Garden is a living museum within Golden Gate Park, offering 55 acres of both landscaped gardens and open spaces, showcasing over 8,500 different...",4.5,"1199 9th Ave, San Francisco, CA 94122-2370",Suggested Duration:1-2 hours,,Positive,Relaxed
San Francisco Museum of Modern Art (SFMOMA),4.5,San Francisco,2040,Art Museums,"SFMOMA is one of San Francisco’s must-see destinations, located within walking distance of Union Square. Explore seven floors of extraordinary art, including world-class exhibitions, the largest living wall in the U.S., and breathtaking city views...",4.5,"151 3rd St Enter on Howard or Third Street, San Francisco, CA 94103-3107",Suggested Duration:More than 3 hours,"Hours
Thu
10:00 AM - 9:00 PM
Fri - Tue
10:00 AM - 5:00 PM",Positive,Historic
San Jacinto Mountain,4.5,Palm Springs,927,Mountains,,4.5,"Mountain Station, Palm Springs, Greater Palm Springs, CA",,,Positive,Relaxed
Santa Barbara Arts and Crafts Show,4.5,Santa Barbara,21,Flea & Street Markets,"The Santa Barbara Arts and Crafts Show is a piece of living history highlighting the creative talents of local artisans. Members display and sell handcrafted items made in Santa Barbara County. Items include paintings, photography, jewelry,...",4.5,"236 E Cabrillo Blvd From State St to Calle Cesar Chavez, Santa Barbara, CA 93101-1830",Suggested Duration:1-2 hours,,Positive,Activities
Santa Barbara Botanic Garden,4.0,Santa Barbara,657,Gardens,"With sweeping views to the Santa Ynez Mountains and the Santa Barbara Channel Islands and stunning landscapes, the Santa Barbara Botanic Garden is a great place to explore California's native plant diversity. The Garden's 78 acres encompass a...",4.0,"1212 Mission Canyon Rd, Santa Barbara, CA 93105-2199",,"Hours
Sun - Sat
10:00 AM - 6:00 PM",Positive,Relaxed
Santa Barbara Cemetery,4.5,Santa Barbara,36,Cemeteries,,4.5,"901 Channel Dr, Santa Barbara, CA 93108-2828",,,Positive,Relaxed
Santa Barbara Certified Farmers Market,4.5,Santa Barbara,76,Flea & Street Markets,Open 8:30 a.m. to 12:30 p.m. Saturdays at Santa Barbara and Cota Streets.,4.5,"Santa Barbara and Cota Streets, Santa Barbara, CA 9310",,"Hours
Tue
4:00 PM - 7:30 PM
Sat
8:30 AM - 1:00 PM",Positive,Activities
Santa Barbara County Courthouse,4.5,Santa Barbara,2969,"Historic Sites, Points of Interest & Landmarks, Architectural Buildings",Visit the Santa Barbara Courthouse to enjoy a free Self-Guided Exterior Tour and a virtual tour of the Mural Room interior. Use your cell phone or tablet to explore Santa Barbara’s iconic Spanish Colonial Revival Courthouse. The web-based tours...,4.5,"1100 Anacapa St, Santa Barbara, CA 93101-2099",Suggested Duration:< 1 hour,,Positive,Historic
Santa Barbara Fish Market,4.0,Santa Barbara,19,Flea & Street Markets,The Santa Barbara Fish Market has been serving our community with fresh seafood since 2001. We take great pride in being the only LOCAL COMMERCIAL FISHERMEN'S DIRECT OUTLET TO THE PUBLIC. We focus on locally harvested seafood products as well as...,4.0,"117 Harbor Way Suite A, Santa Barbara, CA 93109-2357",Suggested Duration:1-2 hours,,Positive,Activities
Santa Barbara Harbor,4.5,Santa Barbara,770,Points of Interest & Landmarks,"The Santa Barbara Waterfront is a gem within the City of Santa Barbara. Visitors can stroll from beach to beach by foot or bike, park in convenient waterfront parking lots, and experience Santa Barbara Harbor & Stearns Wharf. From boating...",4.5,"132 Harbor Way, Santa Barbara, CA 93109-2363",Suggested Duration:2-3 hours,,Positive,Historic
Santa Barbara Historical Museum,4.5,Santa Barbara,60,History Museums,"The Santa Barbara Historical Museum is located in the heart of downtown Santa Barbara just two blocks off of State Street. Our galleries may be modest in size, but they are packed with history! Santa Barbara's 450 years of history are evident in...",4.5,"136 E de La Guerra St, Santa Barbara, CA 93101-2205",,"Hours
Sun
12:00 PM - 5:00 PM
Tue - Sat
10:00 AM - 5:00 PM",Positive,Historic
Santa Barbara Maritime Museum,4.5,Santa Barbara,250,Military Museums,"Located on the water's edge of the Santa Barbara Harbor, the Santa Barbara Maritime Museum contains exciting & educational exhibits set inside of nearly 8,000 square feet of Museum space. The Maritime Museum also offers a wide range of educational...",4.5,"113 Harbor Way Ste 190 at the Santa Babara Harbor, Santa Barbara, CA 93109-2344",Suggested Duration:1-2 hours,"Hours
Thu - Sun
10:00 AM - 5:00 PM",Positive,Historic
Santa Barbara Museum of Art,4.5,Santa Barbara,370,Art Museums,"This museum, founded in 1941, houses a prestigious and varied collection of modern and ancient art plus a special gallery for children.",4.5,"1130 State St, Santa Barbara, CA 93101-2746",,,Positive,Historic
Santa Barbara Museum of Natural History,4.5,Santa Barbara,298,Natural History Museums,"Founded in 1916 as the Museum of Comparative Oology, the Santa Barbara Museum of Natural History has evolved to include more than 3.5 million specimens covering every aspect of natural history—from mammals, birds, and marine life to geology,...",4.5,"2559 Puesta Del Sol, Santa Barbara, CA 93105-2936",Suggested Duration:1-2 hours,"Hours
Wed - Sun
10:00 AM - 5:00 PM",Positive,Historic
Santa Barbara Museum of Natural History Sea Center,4.0,Santa Barbara,167,"Natural History Museums, Aquariums","Discover the wonders of ocean life at the Santa Barbara Museum of Natural History Sea Center. Located on historic Stearns Wharf, this highly interactive regional aquarium offers you close encounters with marine animals from the Santa Barbara...",4.0,"211 Stearns Wharf, Santa Barbara, CA 93101-3584",Suggested Duration:1-2 hours,"Hours
Wed - Sun
10:00 AM - 5:00 PM",Positive,Historic
Santa Barbara Orchid Estate,4.5,Santa Barbara,68,Nature & Wildlife Areas,,4.5,"1250 Orchid Dr, Santa Barbara, CA 93111-2914",,,Positive,Adventurous
Santa Barbara Scenic Drive,4.5,Santa Barbara,327,Scenic Drives,,4.5,"92260, Santa Barbara, CA",,,Positive,Relaxed
Santa Barbara Visitor Center,4.5,Santa Barbara,150,Visitor Centers,"Quietly nestled between the ocean & the mountains, Santa Barbara represents the essence California -- the art & culture of the big city & the heart & hospitality of a small, coastal town. Between the shopping on State Street, some of the best...",4.5,"1 Garden St Corner of Garden and Cabrillo, Santa Barbara, CA 93101-1836",,,Positive,Activities
Santa Barbara Winery,4.5,Santa Barbara,123,Wineries & Vineyards,,4.5,"202 Anacapa St, Santa Barbara, CA 93101-1887",,,Positive,Relaxed
Santa Barbara Zoo,4.5,Santa Barbara,1365,Zoos,This zoo with a view was once a posh estate owned by a coffee and tea merchant; now it's the lush domain of animals representing 160 species. The pink stucco mansion that once presided over manicured lawns and gardens is gone—replaced by open-air...,4.5,"500 Ninos Dr, Santa Barbara, CA 93103-3798",Suggested Duration:1-2 hours,"Hours
Mon - Thu
9:30 AM - 5:00 PM
Fri - Sun
9:30 AM - 7:00 PM",Positive,Relaxed
Santa Monica Bay,4.5,Santa Monica,5342,"Bodies of Water, Beaches","Santa Monica Bay consists of 50 miles of scenic coastline with 22 separate public beaches, providing recreational opportunities to visitors year round.",4.5,"Santa Monica, CA 90401",,,Positive,Relaxed
Santa Monica Civic Auditorium,5.0,Santa Monica,7,Civic Centers,,5.0,"1855 Main St, Santa Monica, CA 90401-3209",,,Positive,Historic
Santa Monica Farmers Market,4.0,Santa Monica,175,Flea & Street Markets,,4.0,"Santa Monica Pier, Santa Monica, CA 90401",,,Positive,Activities
Santa Monica History Museum,4.25,Santa Monica,24,Specialty Museums,The Santa Monica History Museum has been preserving and promoting the history of the Santa Monica Bay area since 1975. Our exhibit galleries and interactive exhibits are an exciting and fun way to bring history alive and explore the fascinating...,4.5,"1350 7th St, Santa Monica, CA 90401-1608",Suggested Duration:1-2 hours,"Hours
Tue
12:00 PM - 8:00 PM
Wed
10:00 AM - 5:00 PM
Thu
12:00 PM - 8:00 PM
Fri - Sat
10:00 AM - 5:00 PM",Positive,Historic
Santa Monica Looff Hippodrome,4.5,Santa Monica,56,Points of Interest & Landmarks,,4.5,"200 Santa Monica Pier, Santa Monica, CA 90401-3126",,,Positive,Historic
Santa Monica Mountains,4.5,Santa Monica,284,"Mountains, National Parks",Part of the National Recreation Area.,4.5,"Santa Monica, CA",,,Positive,Relaxed
Santa Monica Outdoor Antique & Collectible Market,5.0,Santa Monica,6,Antique Stores,,5.0,"3223 Donald Douglas Loop S, Santa Monica, CA 90405-3213",,,Positive,Historic
Santa Monica Pier,4.0,Santa Monica,18917,Points of Interest & Landmarks,"This bustling wooden wharf is the place to be, with its eateries, shops, high-tech arcade, roller coaster, giant Ferris wheel and other rides, famous 1922 indoor merry-go-round and fantastic views of the bay and the mountains.",4.0,"200 Santa Monica Pier, Santa Monica, CA 90401-3126",Suggested Duration:1-2 hours,,Positive,Historic
Santa Monica Pier Aquarium,4.5,Santa Monica,270,"Science Museums, Aquariums",,4.5,"1600 Ocean Front Walk, Santa Monica, CA 90401-3120",,,Positive,Historic
Santa Monica Place,4.0,Santa Monica,324,Shopping Malls,"Urban. Beach Chic. This is Santa Monica Place. A LEED Gold certified shopping and dining retail resort destination. Designed to reflect the trend-setting fashion appeal of Santa Monica, this one-of-a-kind world-famous city by the beach serves up...",4.0,"395 Santa Monica Pl, Santa Monica, CA 90401-2372",,,Positive,Activities
Santa Monica Playhouse,4.5,Santa Monica,19,Theaters,"Located in the heart of Downtown Santa Monica, Santa Monica Playhouse is an internationally acclaimed professional intimate theatre and educational conservatory, presenting exciting year-round Main Stage productions, Family Theatre musicals,...",4.5,"1211 4th St, Santa Monica, CA 90401-1347",,,Positive,Activities
Santa Monica Public Library,4.5,Santa Monica,130,Libraries,,4.5,"601 Santa Monica Blvd, Santa Monica, CA 90401-2501",,,Positive,Historic
Santa Monica State Beach,4.75,Santa Monica,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",,,Positive,Relaxed
Santa Monica Visitor Center,4.5,Santa Monica,89,Visitor Centers,,4.5,"1400 Ocean Ave, Santa Monica, CA 90401-2117",,,Positive,Activities
Santa Monica Yacht Harbor Sign,4.0,Santa Monica,280,Points of Interest & Landmarks,,4.0,"Ocean & Colorado Ave, Santa Monica, CA",,,Positive,Historic
SeaWorld,4.0,San Diego,10065,Theme Parks,"Only at SeaWorld can you get close to dolphins, penguins, sharks and more. See awe-inspiring shows with magnificent killer whales, playful dolphins, humorous sea lions plus an amazing pet show featuring adopted animals. Dive under the sea at...",4.0,"500 Sea World Drive, San Diego, CA 92109",Suggested Duration:More than 3 hours,"Hours
Mon - Tue
11:00 AM - 6:00 PM
Wed - Fri
10:30 AM - 5:00 PM
Sat - Sun
10:00 AM - 6:00 PM",Positive,Adventurous
Selfieville,4.5,Monterey,13,Speciality Museums,Your journey starts with a 3-D light show developed by the award winning designer Bart Kresa. Your adventure continues in our glow in the dark galleries and fantasy worlds that give you countless opportunities to take the perfect selfies. 25% of...,4.5,"417 Alvarado St, Monterey, CA 93940-2710",Suggested Duration:1-2 hours,,Positive,Historic
Sequoia Grove Winery,4.5,Napa,239,Wineries & Vineyards,"For forty years, Sequoia Grove Winery has been obsessed with the details that go into crafting our Napa Valley wines and single-vineyard Cabernet Sauvignons. Our commitment to quality starts in the vineyard; we grow the very best grapes in the...",4.5,"8338 Saint Helena Hwy, Napa, CA 94558-9729",Suggested Duration:1-2 hours,"Hours
Wed - Sun
10:00 AM - 5:00 PM",Positive,Relaxed
Seven Falls,4.0,Santa Barbara,15,Waterfalls,"Ideal in the spring, the falls and the hike to the falls offers much for the visitor.",4.0,"Tunnel Rd, Santa Barbara, CA 93105",,,Positive,Relaxed
Sevtap Winery Tasting Room,4.5,Santa Barbara,80,Wineries & Vineyards,"At Sevtap Winery, our motto is to ""Drink Good Wine"", so we work hard to create incredibly intriguing and delicious wines for your enjoyment! As soon as you walk through the tasting room doors, our goal is to make sure you have a good time. Enjoy a...",4.5,"23 E Canon Perdido St, Santa Barbara, CA 93101",Suggested Duration:1-2 hours,"Hours
Wed - Sun
11:00 AM - 8:00 PM",Positive,Relaxed
Shafer Vineyards,4.5,Napa,70,Wineries & Vineyards,,4.5,"6154 Silverado Trl, Napa, CA 94558-9748",,,Positive,Relaxed
Shell Beach Tide Pools,4.5,San Diego,170,Nature & Wildlife Areas,,4.5,"Coast Highway Ellen Browning Scripps Park, La Jolla, San Diego, CA 92037-3638",,,Positive,Adventurous
Shoreline Park,4.5,Santa Barbara,584,Parks,,4.5,"Shoreline Drive and La Marina Drive, Santa Barbara, CA",,,Positive,Relaxed
Shotgun House,5.0,Santa Monica,7,"Historic Sites, Architectural Buildings",,5.0,"2520 2nd St, Santa Monica, CA 90405-3514",,,Positive,Historic
Silverado Vineyards,4.5,Napa,258,Wineries & Vineyards,"Our family-owned winery nestled in the hillsides in the heart of the Stags Leap District, handcrafts Estate and Single Vineyard wines. Daily tasting, tours, culinary programs, events. Whether you’re a first-time visitor to the Napa Valley or a...",4.5,"6121 Silverado Trl, Napa, CA 94558-9415",Suggested Duration:1-2 hours,"Hours
Thu - Mon
10:00 AM - 4:30 PM",Positive,Relaxed
Skirball Cultural Center,4.5,Los Angeles,383,"Specialty Museums, History Museums",The Skirball Cultural Center is a place of meeting guided by the Jewish tradition of welcoming the stranger and inspired by the American democratic ideals of freedom and equality. We welcome people of all communities and generations to participate...,4.5,"2701 N Sepulveda Blvd, Los Angeles, CA 90049-6833",Suggested Duration:2-3 hours,"Hours
Tue - Fri
12:00 PM - 5:00 PM
Sat - Sun
10:00 AM - 5:00 PM",Positive,Historic
Skyline Wilderness Park,4.5,Napa,144,"Biking Trails, Nature & Wildlife Areas",,4.5,"220 W. 31st Street, Napa, CA 94559-3600",,,Positive,Adventurous
Sleeping Beauty Castle Walkthrough,4.0,Anaheim,36,Rides & Activities,,4.0,"1313 Disneyland Drive Fantasyland, Anaheim, CA",,,Positive,Adventurous
Soarin' Around The World,4.5,Anaheim,152,Rides & Activities,,4.5,"1313 Disneyland Drive Disney California Adventure Park, Anaheim, CA",,,Positive,Adventurous
Sonny Bono Statue,4.0,Palm Springs,175,"Points of Interest & Landmarks, Monuments & Statues",,4.0,"155 S Palm Canyon Dr, Palm Springs, Greater Palm Springs, CA 92262-6303",,,Positive,Historic
South Bay Bicycle Trail,4.25,Santa Monica,154,Biking Trails,,4.5,"South Bay Bicycle Trail, Santa Monica",,,Positive,Adventurous
South Beach Park,4.25,Santa Monica,20,Playgrounds,,4.5,"Barnard Way, Santa Monica, CA 90405",,,Positive,Adventurous
South Lake Brewing Company,4.5,Lake Tahoe,27,Breweries,,4.5,"1920 Lake Tahoe Blvd, South Lake Tahoe, CA 96150-6307",,,Positive,Activities
South Lake Tahoe Ice Arena,4.0,Lake Tahoe,58,Arenas & Stadiums,,4.0,"1176 Rufus Allen Blvd, South Lake Tahoe, CA 96150-8211",,,Positive,Historic
South Lykken Trail,4.5,Palm Springs,149,Nature & Wildlife Areas,The creosote bush is one of the interesting desert plants to find as you explore this part of the California desert.,4.5,"El Estero, Palm Springs, Greater Palm Springs, CA",,,Positive,Adventurous
Space Mountain,4.5,Anaheim,147,Rides & Activities,,4.5,"1313 Disneyland Drive Tomorrowland, Anaheim, CA",,,Positive,Adventurous
Splash Mountain,4.5,Anaheim,83,Rides & Activities,,4.5,"1313 Disneyland Drive Critter Country, Anaheim, CA",,,Positive,Adventurous
St Clair Brown Winery & Brewery,4.5,Napa,218,Wineries & Vineyards,"St. Clair Brown is an urban winery and nano-brewery located in the city of Napa. We offer technical tastings of our wines and beers by appointment, as well as a small food menu to pair.",4.5,"816 Vallejo St, Napa, CA 94559-1825",Suggested Duration:1-2 hours,,Positive,Relaxed
St Theresa Catholic Church,4.0,Lake Tahoe,24,Churches & Cathedrals,,4.0,"1041 Lyons Ave, South Lake Tahoe, CA 96150-8241",,,Positive,Historic
Stag's Leap Wine Cellars,4.5,Napa,389,Wineries & Vineyards,We are excited to announce we will be re-opening our beautiful FAY Outlook & Visitor Center on June 11. This year marks our 50th Anniversary and we invite you to come experience our Estate Collection Tasting Flight. Our hours have been adjusted...,4.5,"5766 Silverado Trl, Napa, CA 94558-9413",Suggested Duration:1-2 hours,"Hours
Sun - Sat
10:00 AM - 4:30 PM",Positive,Relaxed
Stags' Leap Winery,4.5,Napa,254,Wineries & Vineyards,"Stags' Leap Winery is truly a hidden gem in the highly acclaimed Stags Leap District. Located off a long, private road, our nineteenth-century stone winery and Victorian era Manor House are nestled against the Stags Leap Palisades east of the...",4.5,"6150 Silverado Trl, Napa, CA 94558-9748",Suggested Duration:1-2 hours,"Hours
Sun - Sat
10:00 AM - 2:30 PM",Positive,Relaxed
Stahl House,5.0,Los Angeles,76,Points of Interest & Landmarks,All tours are by RESERVATION ONLY. You can make a reservation on our website. Stahl House Tour Tickets can ONLY be purchased on our website. No other website or app has been given permission to sell our tour tickets. Thank you.,5.0,"1635 Woods Dr, Los Angeles, CA 90069-1633",Suggested Duration:< 1 hour,,Positive,Historic
Staples Center,4.5,Los Angeles,3452,Arenas & Stadiums,,4.5,"1111 S Figueroa St, Los Angeles, CA 90015-1300",,,Positive,Historic
Star Tours - The Adventures Continue,4.5,Anaheim,98,Rides & Activities,,4.5,"1313 Disneyland Drive Tomorrowland, Anaheim, CA 92802",,,Positive,Adventurous
Star Wars: Galaxy’s Edge,4.5,Anaheim,169,Theme Parks,,4.5,"1313 Disneyland Dr., Anaheim, CA 92802",,,Positive,Adventurous
State Street Underpass,4.5,Santa Barbara,2385,"Points of Interest & Landmarks, Historic Walking Areas",Seven straight miles of shops.,4.5,"State Street Highway 101, Santa Barbara, CA 93117",Suggested Duration:< 1 hour,,Positive,Historic
Statue of Lucille Ball,4.5,Palm Springs,224,Monuments & Statues,,4.5,"100 N Palm Canyon Dr, Palm Springs, Greater Palm Springs, CA 92262-5504",,,Positive,Historic
Stearns Wharf,4.0,Santa Barbara,2178,Piers & Boardwalks,"Visitors can watch fishing boats unload the day's catch, enjoy spectacular sunsets, and sample fare from fast food to fine dining at California's oldest working wharf.",4.0,"219 Stearns Wharf, Santa Barbara, CA 93101-3581",,,Positive,Adventurous
Steinbeck's Spirit of Monterey Wax Museum,4.5,Monterey,78,Specialty Museums,,4.5,"700 Cannery Row Ste II, Monterey, CA 93940-1064",,,Positive,Historic
Stevenson House,4.5,Monterey,25,Historic Sites,,4.5,"Monterey State Historic Park 530 Houston St., Monterey, CA",,,Positive,Historic
Sun Art Gallery,4.0,Lake Tahoe,2,Art Galleries,,4.0,"4000 Lake Tahoe Blvd Ste 27, South Lake Tahoe, CA 96150-6992",,,Positive,Historic
Sunny Jim Cave,4.5,San Diego,199,Caverns & Caves,,4.5,"1325 Cave St, La Jolla, San Diego, CA 92037-3684",,,Positive,Relaxed
Sunset Boulevard,4.0,Los Angeles,633,Points of Interest & Landmarks,"One of the world's most famous streets, this route links the urban streets of downtown Hollywood to the lush, green and up-scale residential avenues of Beverly Hills.",4.0,"Doheny Drive to Vine Street Beverly Hills and Hollywood, Los Angeles, CA",,,Positive,Historic
Sunset Cliffs Natural Park,4.5,San Diego,2074,Parks,,4.5,"1253 Sunset Cliffs Blvd, San Diego, CA 92107-4015",,,Positive,Relaxed
Tahoe Art League Art Center & Gallery,4.0,Lake Tahoe,10,Art Galleries,,4.0,"3062 Lake Tahoe Blvd, South Lake Tahoe, CA 96150-7810",,,Positive,Historic
Tahoe Sports,4.0,Lake Tahoe,2,Ski & Snowboard Areas,,4.0,"4000 Lake Tahoe Blvd Ste 7, South Lake Tahoe, CA 96150-6993",,,Positive,Adventurous
Tahoe Trout Farm,4.5,Lake Tahoe,83,Farms,,4.5,"1023 Blue Lake Ave, South Lake Tahoe, CA 96150-4509",,,Positive,Relaxed
Tahquitz Canyon,4.5,Palm Springs,709,Canyons,,4.5,"500 W Mesquite Ave, Palm Springs, Greater Palm Springs, CA 92264-8391",,,Positive,Relaxed
Tallac Historic Site,4.5,Lake Tahoe,573,"Historic Sites, Museums","A Historic Site made up of 3 Estates built between 1894 and 1930. Each Estate has something different and exciting for visitors to do and see! Learn the amazing history of this area in the free museum, then stroll through the former summer homes...",4.5,"1 Heritage Way, South Lake Tahoe, CA 96150",Suggested Duration:2-3 hours,"Hours
Sun - Sat
10:00 AM - 4:00 PM",Positive,Historic
Taylor Creek Visitor Center,4.5,Lake Tahoe,440,Visitor Centers,,4.5,"Hwy. 89, South Lake Tahoe, CA 96150",,,Positive,Activities
Temple Bat Yam,4.0,Lake Tahoe,4,Sacred & Religious Sites,,4.0,"3260 Pioneer Trl, South Lake Tahoe, CA 96150-7325",,,Positive,Relaxed
Ten Women Gallery,5.0,Santa Monica,1,Art Galleries,"Ten Women Gallery on Montana Ave. is a co-op of 24 local female artists. We specialize in handcrafted art including illustration, painting, jewelry, ceramics, photography, apparel, leather goods, art glass, metal art, cards, books and so much...",5.0,"1128 Montana Ave, Santa Monica, CA 90403-1610",,,Positive,Historic
Tennis Club District,4.5,Palm Springs,40,"Historic Sites, Historic Walking Areas",,4.5,"Historic Tennis Club, Palm Springs, CA",,,Positive,Historic
The Broad,4.5,Los Angeles,1712,Art Museums,The Broad is a new contemporary art museum founded by philanthropists Eli and Edythe Broad on Grand Avenue in downtown Los Angeles. The museum is designed by Diller Scofidio + Renfro and offers free general admission. The museum is home to the...,4.5,"221 S Grand Ave, Los Angeles, CA 90012-3020",Suggested Duration:1-2 hours,"Hours
Sun
10:00 AM - 6:00 PM
Tue - Wed
11:00 AM - 5:00 PM
Thu - Fri
11:00 AM - 8:00 PM
Sat
10:00 AM - 8:00 PM",Positive,Historic
The Broad Stage,4.5,Santa Monica,9,Theaters,"The Broad Stage has an unequivocal commitment to supporting and entertaining a diverse community. By presenting world-class and emerging performing arts, providing transformative educational opportunities and inspiring our audience, The Broad...",4.5,"1310 11th St Santa Monica College Performing Arts Center, Santa Monica, CA 90401-2000",Suggested Duration:1-2 hours,"Hours
Mon - Fri
12:00 PM - 6:00 PM",Positive,Activities
The Cannery Row Monument,4.0,Monterey,314,Monuments & Statues,,4.0,"Cannery Row Steinbeck Plaza, Monterey, CA 93940",,,Positive,Historic
The Disney Gallery,4.5,Anaheim,134,Art Galleries,,4.5,"1313 Disneyland Drive Main Street, U.S.A., Anaheim, CA",,,Positive,Historic
The Getty Center,5.0,Los Angeles,14503,Specialty Museums,"Spectacular museum boasts a most impressive collection by such luminaries as Van Gogh, Monet and Cezanne, along with the architectural triumph of its six buildings and gardens.",5.0,"1200 Getty Center Dr N Sepulveda Blvd & Getty Center Dr, Los Angeles, CA 90049-1657",Suggested Duration:2-3 hours,,Positive,Historic
The Gondola at Heavenly,4.5,Lake Tahoe,2394,"Tramways, Ski & Snowboard Areas","Hop aboard an 8-passenger glass cabin and be whisked 2.4 miles up the side of a mountain for breathtaking views of Lake Tahoe and the Sierra Nevada mountain range. Riders can hop off at an observation deck, located half way up, for even more...",4.5,"4080 Lake Tahoe Blvd., South Lake Tahoe, CA 96150-6907",,,Positive,Adventurous
The Granada Theatre,4.5,Santa Barbara,114,Theaters,"Home of the Santa Barbara Center for the Performing Arts, The Granada in beautiful Downtown Santa Barbara is a year-round entertainment venue featuring local and international acts on tour, including Classical and Pop concerts, Broadway musicals,...",4.5,"1214 State St, Santa Barbara, CA 93101-2608",,"Hours
Sun
12:00 PM - 5:00 PM
Mon - Sat
10:00 AM - 5:30 PM",Positive,Activities
The Greek Theatre,4.0,Los Angeles,488,Theaters,,4.0,"2700 N Vermont Ave, Los Angeles, CA 90027-1247",,,Positive,Activities
The Grove,4.5,Los Angeles,2489,Shopping mall,"Like a grown-up theme park, The Grove is cheerful, impressive-and stylish. Star sightings are likely amid water features and great eateries. Shop at DvF, Tesla, or a Nordstrom featuring new designers.",4.5,"189 The Grove Drive, Los Angeles, CA 90036-6222",,"Hours
Sun
10:00 AM - 8:00 PM
Mon - Thu
10:00 AM - 9:00 PM
Fri - Sat
10:00 AM - 10:00 PM",Positive,Activities
The Hess Collection Winery & Art Museum,4.5,Napa,998,Wineries & Vineyards,"Donald Hess established his first Mount Veeder vineyard in 1978, from the beginning recognizing that on these ridges and benchlands, the potential for great winegrowing was clear. Deep, rocky, volcanic soils provide a home for vineyard blocks...",4.5,"4411 Redwood Rd, Napa, CA 94558-9708",,,Positive,Relaxed
The Historic La Arcada Courtyard,4.0,Santa Barbara,89,Historic Walking Areas,,4.0,"1114 State St, Santa Barbara, CA 93101-2717",,,Positive,Historic
The Hollywood Museum,4.0,Los Angeles,760,Specialty Museums,"The Hollywood Museum, the official museum of Hollywood located in the Historic Max Factor Building, spotlights the Legends of Hollywood with the most extensive collection of authentic Hollywood memorabilia in the World. The museum features four...",4.0,"1660 N Highland Ave, Los Angeles, CA 90028-6121",,"Hours
Wed - Sun
10:00 AM - 5:00 PM",Positive,Historic
The Little Mermaid - Ariel's Undersea Adventure,4.5,Anaheim,78,Rides & Activities,,4.5,"1313 Disneyland Drive Paradise Pier, Anaheim, CA",,,Positive,Adventurous
The Loft Theatre,5.0,Lake Tahoe,168,Theaters,"The Loft Theatre-Lounge-Dining is South Lake Tahoe, California's only live performance theatre, high-end lounge, and restaurant which offers a full array of exquisite homemade, handcrafted Italian cuisine from award-winning Chef Lisa...",5.0,"1001 Heavenly Village Way, South Lake Tahoe, CA 96150-7068",Suggested Duration:1-2 hours,"Hours
Sun - Sat
4:00 PM - 2:00 AM",Positive,Activities
The Nethercutt Collection,4.75,Los Angeles,846,"Historic Walking Areas, Speciality Museums","The Grand Salon showcases cars of the 1910s to 1930s. There are also collections of furniture, dolls, timepieces and one of the world's finest collections of mechanical musical instruments.",4.5,"15151 Bledsoe St Sylmar, Los Angeles, CA 91342-2710",Suggested Duration:2-3 hours,"Hours
Tue - Sat
9:00 AM - 4:30 PM",Positive,Historic
The Unconditional Surrender,4.5,San Diego,878,Monuments & Statues,,4.5,"Tuna Harbor Park G St and N Harbor Dr, San Diego, CA 92101",,,Positive,Historic
The Uptown Theatre,4.5,Napa,153,Theaters,"The Uptown Theatre is Northern California's Premiere Live Music and Entertainment Theater! Nestled in the heart of downtown Napa, this stunningly restored art deco masterpiece from 1937 showcases only the finest acts in music and comedy. A...",4.5,"1350 3rd St, Napa, CA 94559-2902",Suggested Duration:2-3 hours,"Hours
Mon - Fri
12:00 PM - 5:00 PM
Sat
12:00 PM - 4:00 PM",Positive,Activities
The Wizarding World of Harry Potter,4.5,Los Angeles,1542,Points of Interest & Landmarks,,4.5,"100 Universal City Plaza Universal Studios Hollywood, Los Angeles, CA",,,Positive,Historic
Third Street Promenade,4.5,Santa Monica,6098,Shopping Malls,"A moviegoer's haven, this colorful three-block stretch, open to pedestrians only, has some 20 movie theater screens, hundreds of stores, numerous restaurants, animal topiaries and street entertainment running the gamut from dancers to fortune...",4.5,"Third Street between Wilshire Boulevard and Broadway, Santa Monica, CA 90401",,,Positive,Activities
Thomas F. Regan Memorial Park,4.5,Lake Tahoe,48,Parks,,4.5,"811 Lakeview Ave, South Lake Tahoe, CA 96150-2536",,,Positive,Relaxed
Thousand Steps Beach,4.5,Santa Barbara,55,Beaches,,4.5,"1429 Shoreline Dr, Santa Barbara, CA 93109-2070",,,Positive,Relaxed
Tongva Park,4.25,Santa Monica,218,Parks,,4.5,"1615 Ocean Ave, Santa Monica, CA",,,Positive,Relaxed
Topanga State Park,4.5,Los Angeles,163,State Parks,"This beautiful state park spans 9,000 acres of varied terrain.",4.5,"20829 Entrada Rd, Los Angeles, CA 90290-3529",,,Positive,Relaxed
Torrey Pines Gliderport,4.5,San Diego,1437,Educational sites,,4.5,"2800 Torrey Pines Scenic Dr, La Jolla, San Diego, CA 92037-1004",,,Positive,Historic
